"TIME","GEO","SEX","AGE","UNIT","Value","Flag and Footnotes"
"2009","Turkey","Males","Less than 1 year","Year","73.3",""
"2009","Turkey","Females","Less than 1 year","Year","78.8",""
"2009","Andorra","Total","Less than 1 year","Year",":",""
"2009","Andorra","Males","Less than 1 year","Year",":",""
"2009","Andorra","Females","Less than 1 year","Year",":",""
"2009","Belarus","Total","Less than 1 year","Year",":",""
"2009","Belarus","Males","Less than 1 year","Year",":",""
"2009","Belarus","Females","Less than 1 year","Year",":",""
"2009","Russia","Total","Less than 1 year","Year","68.7",""
"2009","Russia","Males","Less than 1 year","Year","62.8",""
"2009","Russia","Females","Less than 1 year","Year","74.7",""
"2009","San Marino","Total","Less than 1 year","Year",":",""
"2009","San Marino","Males","Less than 1 year","Year",":",""
"2009","San Marino","Females","Less than 1 year","Year",":",""
"2009","Ukraine","Total","Less than 1 year","Year",":",""
"2009","Ukraine","Males","Less than 1 year","Year",":",""
"2009","Ukraine","Females","Less than 1 year","Year",":",""
"2010","Belgium","Total","Less than 1 year","Year","80.3",""
"2010","Belgium","Males","Less than 1 year","Year","77.5",""
"2010","Belgium","Females","Less than 1 year","Year","83.0",""
"2010","Bulgaria","Total","Less than 1 year","Year","73.8",""
"2010","Bulgaria","Males","Less than 1 year","Year","70.3",""
"2010","Bulgaria","Females","Less than 1 year","Year","77.4",""
"2010","Czech Republic","Total","Less than 1 year","Year","77.7",""
"2010","Czech Republic","Males","Less than 1 year","Year","74.5",""
"2010","Czech Republic","Females","Less than 1 year","Year","80.9",""
"2010","Denmark","Total","Less than 1 year","Year","79.3",""
"2010","Denmark","Males","Less than 1 year","Year","77.2",""
"2010","Denmark","Females","Less than 1 year","Year","81.4",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Less than 1 year","Year","80.5",""
"2010","Germany (until 1990 former territory of the FRG)","Males","Less than 1 year","Year","78.0",""
"2010","Germany (until 1990 former territory of the FRG)","Females","Less than 1 year","Year","83.0",""
"2010","Estonia","Total","Less than 1 year","Year","76.0",""
"2010","Estonia","Males","Less than 1 year","Year","70.9",""
"2010","Estonia","Females","Less than 1 year","Year","80.8",""
"2010","Ireland","Total","Less than 1 year","Year","80.8",""
"2010","Ireland","Males","Less than 1 year","Year","78.5",""
"2010","Ireland","Females","Less than 1 year","Year","83.1",""
"2010","Greece","Total","Less than 1 year","Year","80.6",""
"2010","Greece","Males","Less than 1 year","Year","78.0",""
"2010","Greece","Females","Less than 1 year","Year","83.3",""
"2010","Spain","Total","Less than 1 year","Year","82.4",""
"2010","Spain","Males","Less than 1 year","Year","79.2",""
"2010","Spain","Females","Less than 1 year","Year","85.5",""
"2010","France","Total","Less than 1 year","Year","81.8",""
"2010","France","Males","Less than 1 year","Year","78.2",""
"2010","France","Females","Less than 1 year","Year","85.3",""
"2010","Croatia","Total","Less than 1 year","Year","76.7",""
"2010","Croatia","Males","Less than 1 year","Year","73.4",""
"2010","Croatia","Females","Less than 1 year","Year","79.9",""
"2010","Italy","Total","Less than 1 year","Year","82.2",""
"2010","Italy","Males","Less than 1 year","Year","79.5",""
"2010","Italy","Females","Less than 1 year","Year","84.7",""
"2010","Cyprus","Total","Less than 1 year","Year","81.5",""
"2010","Cyprus","Males","Less than 1 year","Year","79.2",""
"2010","Cyprus","Females","Less than 1 year","Year","83.9",""
"2010","Latvia","Total","Less than 1 year","Year","73.1",""
"2010","Latvia","Males","Less than 1 year","Year","67.9",""
"2010","Latvia","Females","Less than 1 year","Year","78.0",""
"2010","Lithuania","Total","Less than 1 year","Year","73.3",""
"2010","Lithuania","Males","Less than 1 year","Year","67.6",""
"2010","Lithuania","Females","Less than 1 year","Year","78.9",""
"2010","Luxembourg","Total","Less than 1 year","Year","80.8",""
"2010","Luxembourg","Males","Less than 1 year","Year","77.9",""
"2010","Luxembourg","Females","Less than 1 year","Year","83.5",""
"2010","Hungary","Total","Less than 1 year","Year","74.7",""
"2010","Hungary","Males","Less than 1 year","Year","70.7",""
"2010","Hungary","Females","Less than 1 year","Year","78.6",""
"2010","Malta","Total","Less than 1 year","Year","81.5",""
"2010","Malta","Males","Less than 1 year","Year","79.3",""
"2010","Malta","Females","Less than 1 year","Year","83.6",""
"2010","Netherlands","Total","Less than 1 year","Year","81.0",""
"2010","Netherlands","Males","Less than 1 year","Year","78.9",""
"2010","Netherlands","Females","Less than 1 year","Year","83.0",""
"2010","Austria","Total","Less than 1 year","Year","80.7",""
"2010","Austria","Males","Less than 1 year","Year","77.8",""
"2010","Austria","Females","Less than 1 year","Year","83.5",""
"2010","Poland","Total","Less than 1 year","Year","76.4","b"
"2010","Poland","Males","Less than 1 year","Year","72.2","b"
"2010","Poland","Females","Less than 1 year","Year","80.7","b"
"2010","Portugal","Total","Less than 1 year","Year","80.1",""
"2010","Portugal","Males","Less than 1 year","Year","76.8",""
"2010","Portugal","Females","Less than 1 year","Year","83.2",""
"2010","Romania","Total","Less than 1 year","Year","73.7",""
"2010","Romania","Males","Less than 1 year","Year","70.0",""
"2010","Romania","Females","Less than 1 year","Year","77.7",""
"2010","Slovenia","Total","Less than 1 year","Year","79.8",""
"2010","Slovenia","Males","Less than 1 year","Year","76.4",""
"2010","Slovenia","Females","Less than 1 year","Year","83.1",""
"2010","Slovakia","Total","Less than 1 year","Year","75.6",""
"2010","Slovakia","Males","Less than 1 year","Year","71.8",""
"2010","Slovakia","Females","Less than 1 year","Year","79.3",""
"2010","Finland","Total","Less than 1 year","Year","80.2",""
"2010","Finland","Males","Less than 1 year","Year","76.9",""
"2010","Finland","Females","Less than 1 year","Year","83.5",""
"2010","Sweden","Total","Less than 1 year","Year","81.6",""
"2010","Sweden","Males","Less than 1 year","Year","79.6",""
"2010","Sweden","Females","Less than 1 year","Year","83.6",""
"2010","United Kingdom","Total","Less than 1 year","Year","80.6",""
"2010","United Kingdom","Males","Less than 1 year","Year","78.6",""
"2010","United Kingdom","Females","Less than 1 year","Year","82.6",""
"2010","Iceland","Total","Less than 1 year","Year","81.9",""
"2010","Iceland","Males","Less than 1 year","Year","79.8",""
"2010","Iceland","Females","Less than 1 year","Year","84.1",""
"2010","Liechtenstein","Total","Less than 1 year","Year","81.8",""
"2010","Liechtenstein","Males","Less than 1 year","Year","79.5",""
"2010","Liechtenstein","Females","Less than 1 year","Year","84.3",""
"2010","Norway","Total","Less than 1 year","Year","81.2",""
"2010","Norway","Males","Less than 1 year","Year","79.0",""
"2010","Norway","Females","Less than 1 year","Year","83.3",""
"2010","Switzerland","Total","Less than 1 year","Year","82.7",""
"2010","Switzerland","Males","Less than 1 year","Year","80.3",""
"2010","Switzerland","Females","Less than 1 year","Year","84.9",""
"2010","Montenegro","Total","Less than 1 year","Year","76.1",""
"2010","Montenegro","Males","Less than 1 year","Year","73.6",""
"2010","Montenegro","Females","Less than 1 year","Year","78.5",""
"2010","Albania","Total","Less than 1 year","Year",":",""
"2010","Albania","Males","Less than 1 year","Year",":",""
"2010","Albania","Females","Less than 1 year","Year",":",""
"2010","Serbia","Total","Less than 1 year","Year","74.4",""
"2010","Serbia","Males","Less than 1 year","Year","71.8",""
"2010","Serbia","Females","Less than 1 year","Year","77.0",""
"2010","Turkey","Total","Less than 1 year","Year","76.8",""
"2010","Turkey","Males","Less than 1 year","Year","74.2",""
"2010","Turkey","Females","Less than 1 year","Year","79.4",""
"2010","Andorra","Total","Less than 1 year","Year",":",""
"2010","Andorra","Males","Less than 1 year","Year",":",""
"2010","Andorra","Females","Less than 1 year","Year",":",""
"2010","Belarus","Total","Less than 1 year","Year",":",""
"2010","Belarus","Males","Less than 1 year","Year",":",""
"2010","Belarus","Females","Less than 1 year","Year",":",""
"2010","Russia","Total","Less than 1 year","Year","68.9",""
"2010","Russia","Males","Less than 1 year","Year","63.0",""
"2010","Russia","Females","Less than 1 year","Year","74.9",""
"2010","San Marino","Total","Less than 1 year","Year",":",""
"2010","San Marino","Males","Less than 1 year","Year",":",""
"2010","San Marino","Females","Less than 1 year","Year",":",""
"2010","Ukraine","Total","Less than 1 year","Year","70.3",""
"2010","Ukraine","Males","Less than 1 year","Year","65.2",""
"2010","Ukraine","Females","Less than 1 year","Year","75.3",""
"2011","Belgium","Total","Less than 1 year","Year","80.7","b"
"2011","Belgium","Males","Less than 1 year","Year","78.0","b"
"2011","Belgium","Females","Less than 1 year","Year","83.3","b"
"2011","Bulgaria","Total","Less than 1 year","Year","74.2",""
"2011","Bulgaria","Males","Less than 1 year","Year","70.7",""
"2011","Bulgaria","Females","Less than 1 year","Year","77.8",""
"2011","Czech Republic","Total","Less than 1 year","Year","78.0",""
"2011","Czech Republic","Males","Less than 1 year","Year","74.8",""
"2011","Czech Republic","Females","Less than 1 year","Year","81.1",""
"2011","Denmark","Total","Less than 1 year","Year","79.9",""
"2011","Denmark","Males","Less than 1 year","Year","77.8",""
"2011","Denmark","Females","Less than 1 year","Year","81.9",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Less than 1 year","Year","80.6","b"
"2011","Germany (until 1990 former territory of the FRG)","Males","Less than 1 year","Year","77.9","b"
"2011","Germany (until 1990 former territory of the FRG)","Females","Less than 1 year","Year","83.1","b"
"2011","Estonia","Total","Less than 1 year","Year","76.6",""
"2011","Estonia","Males","Less than 1 year","Year","71.4",""
"2011","Estonia","Females","Less than 1 year","Year","81.3",""
"2011","Ireland","Total","Less than 1 year","Year","80.9",""
"2011","Ireland","Males","Less than 1 year","Year","78.6",""
"2011","Ireland","Females","Less than 1 year","Year","83.0",""
"2011","Greece","Total","Less than 1 year","Year","80.8",""
"2011","Greece","Males","Less than 1 year","Year","78.0",""
"2011","Greece","Females","Less than 1 year","Year","83.6",""
"2011","Spain","Total","Less than 1 year","Year","82.6",""
"2011","Spain","Males","Less than 1 year","Year","79.5",""
"2011","Spain","Females","Less than 1 year","Year","85.6",""
"2011","France","Total","Less than 1 year","Year","82.3",""
"2011","France","Males","Less than 1 year","Year","78.7",""
"2011","France","Females","Less than 1 year","Year","85.7",""
"2011","Croatia","Total","Less than 1 year","Year","77.2",""
"2011","Croatia","Males","Less than 1 year","Year","73.8",""
"2011","Croatia","Females","Less than 1 year","Year","80.4",""
"2011","Italy","Total","Less than 1 year","Year","82.4",""
"2011","Italy","Males","Less than 1 year","Year","79.7",""
"2011","Italy","Females","Less than 1 year","Year","84.8",""
"2011","Cyprus","Total","Less than 1 year","Year","81.2",""
"2011","Cyprus","Males","Less than 1 year","Year","79.3",""
"2011","Cyprus","Females","Less than 1 year","Year","83.1",""
"2011","Latvia","Total","Less than 1 year","Year","73.9",""
"2011","Latvia","Males","Less than 1 year","Year","68.6",""
"2011","Latvia","Females","Less than 1 year","Year","78.8",""
"2011","Lithuania","Total","Less than 1 year","Year","73.7",""
"2011","Lithuania","Males","Less than 1 year","Year","68.1",""
"2011","Lithuania","Females","Less than 1 year","Year","79.3",""
"2011","Luxembourg","Total","Less than 1 year","Year","81.1",""
"2011","Luxembourg","Males","Less than 1 year","Year","78.5",""
"2011","Luxembourg","Females","Less than 1 year","Year","83.6",""
"2011","Hungary","Total","Less than 1 year","Year","75.1",""
"2011","Hungary","Males","Less than 1 year","Year","71.2",""
"2011","Hungary","Females","Less than 1 year","Year","78.7",""
"2011","Malta","Total","Less than 1 year","Year","80.9",""
"2011","Malta","Males","Less than 1 year","Year","78.6",""
"2011","Malta","Females","Less than 1 year","Year","83.0",""
"2011","Netherlands","Total","Less than 1 year","Year","81.3",""
"2011","Netherlands","Males","Less than 1 year","Year","79.4",""
"2011","Netherlands","Females","Less than 1 year","Year","83.1",""
"2011","Austria","Total","Less than 1 year","Year","81.1",""
"2011","Austria","Males","Less than 1 year","Year","78.3",""
"2011","Austria","Females","Less than 1 year","Year","83.8",""
"2011","Poland","Total","Less than 1 year","Year","76.8",""
"2011","Poland","Males","Less than 1 year","Year","72.5",""
"2011","Poland","Females","Less than 1 year","Year","81.1",""
"2011","Portugal","Total","Less than 1 year","Year","80.7",""
"2011","Portugal","Males","Less than 1 year","Year","77.3",""
"2011","Portugal","Females","Less than 1 year","Year","83.8",""
"2011","Romania","Total","Less than 1 year","Year","74.4",""
"2011","Romania","Males","Less than 1 year","Year","70.8",""
"2011","Romania","Females","Less than 1 year","Year","78.2",""
"2011","Slovenia","Total","Less than 1 year","Year","80.1",""
"2011","Slovenia","Males","Less than 1 year","Year","76.8",""
"2011","Slovenia","Females","Less than 1 year","Year","83.3",""
"2011","Slovakia","Total","Less than 1 year","Year","76.1",""
"2011","Slovakia","Males","Less than 1 year","Year","72.3",""
"2011","Slovakia","Females","Less than 1 year","Year","79.8",""
"2011","Finland","Total","Less than 1 year","Year","80.6",""
"2011","Finland","Males","Less than 1 year","Year","77.3",""
"2011","Finland","Females","Less than 1 year","Year","83.8",""
"2011","Sweden","Total","Less than 1 year","Year","81.9",""
"2011","Sweden","Males","Less than 1 year","Year","79.9",""
"2011","Sweden","Females","Less than 1 year","Year","83.8",""
"2011","United Kingdom","Total","Less than 1 year","Year","81.0",""
"2011","United Kingdom","Males","Less than 1 year","Year","79.0",""
"2011","United Kingdom","Females","Less than 1 year","Year","83.0",""
"2011","Iceland","Total","Less than 1 year","Year","82.4",""
"2011","Iceland","Males","Less than 1 year","Year","80.7",""
"2011","Iceland","Females","Less than 1 year","Year","84.1",""
"2011","Liechtenstein","Total","Less than 1 year","Year","81.9",""
"2011","Liechtenstein","Males","Less than 1 year","Year","79.5",""
"2011","Liechtenstein","Females","Less than 1 year","Year","84.2",""
"2011","Norway","Total","Less than 1 year","Year","81.4",""
"2011","Norway","Males","Less than 1 year","Year","79.1",""
"2011","Norway","Females","Less than 1 year","Year","83.6",""
"2011","Switzerland","Total","Less than 1 year","Year","82.8","b"
"2011","Switzerland","Males","Less than 1 year","Year","80.5","b"
"2011","Switzerland","Females","Less than 1 year","Year","85.0","b"
"2011","Montenegro","Total","Less than 1 year","Year","76.1",""
"2011","Montenegro","Males","Less than 1 year","Year","73.3",""
"2011","Montenegro","Females","Less than 1 year","Year","78.8",""
"2011","Albania","Total","Less than 1 year","Year",":",""
"2011","Albania","Males","Less than 1 year","Year",":",""
"2011","Albania","Females","Less than 1 year","Year",":",""
"2011","Serbia","Total","Less than 1 year","Year","74.6","b"
"2011","Serbia","Males","Less than 1 year","Year","72.0","b"
"2011","Serbia","Females","Less than 1 year","Year","77.2","b"
"2011","Turkey","Total","Less than 1 year","Year","77.1",""
"2011","Turkey","Males","Less than 1 year","Year","74.4",""
"2011","Turkey","Females","Less than 1 year","Year","79.8",""
"2011","Andorra","Total","Less than 1 year","Year","92.8",""
"2011","Andorra","Males","Less than 1 year","Year","91.8",""
"2011","Andorra","Females","Less than 1 year","Year","94.5",""
"2011","Belarus","Total","Less than 1 year","Year","70.7",""
"2011","Belarus","Males","Less than 1 year","Year","64.7",""
"2011","Belarus","Females","Less than 1 year","Year","76.9",""
"2011","Russia","Total","Less than 1 year","Year",":",""
"2011","Russia","Males","Less than 1 year","Year",":",""
"2011","Russia","Females","Less than 1 year","Year",":",""
"2011","San Marino","Total","Less than 1 year","Year",":",""
"2011","San Marino","Males","Less than 1 year","Year",":",""
"2011","San Marino","Females","Less than 1 year","Year",":",""
"2011","Ukraine","Total","Less than 1 year","Year","71.1",""
"2011","Ukraine","Males","Less than 1 year","Year","66.0",""
"2011","Ukraine","Females","Less than 1 year","Year","76.0",""
"2012","Belgium","Total","Less than 1 year","Year","80.5",""
"2012","Belgium","Males","Less than 1 year","Year","77.8",""
"2012","Belgium","Females","Less than 1 year","Year","83.1",""
"2012","Bulgaria","Total","Less than 1 year","Year","74.4",""
"2012","Bulgaria","Males","Less than 1 year","Year","70.9",""
"2012","Bulgaria","Females","Less than 1 year","Year","77.9",""
"2012","Czech Republic","Total","Less than 1 year","Year","78.1",""
"2012","Czech Republic","Males","Less than 1 year","Year","75.1",""
"2012","Czech Republic","Females","Less than 1 year","Year","81.2",""
"2012","Denmark","Total","Less than 1 year","Year","80.2",""
"2012","Denmark","Males","Less than 1 year","Year","78.1",""
"2012","Denmark","Females","Less than 1 year","Year","82.1",""
"2012","Germany (until 1990 former territory of the FRG)","Total","Less than 1 year","Year","80.7",""
"2012","Germany (until 1990 former territory of the FRG)","Males","Less than 1 year","Year","78.1",""
"2012","Germany (until 1990 former territory of the FRG)","Females","Less than 1 year","Year","83.1",""
"2012","Estonia","Total","Less than 1 year","Year","76.7",""
"2012","Estonia","Males","Less than 1 year","Year","71.4",""
"2012","Estonia","Females","Less than 1 year","Year","81.5",""
"2012","Ireland","Total","Less than 1 year","Year","80.9",""
"2012","Ireland","Males","Less than 1 year","Year","78.7",""
"2012","Ireland","Females","Less than 1 year","Year","83.1",""
"2012","Greece","Total","Less than 1 year","Year","80.7",""
"2012","Greece","Males","Less than 1 year","Year","78.0",""
"2012","Greece","Females","Less than 1 year","Year","83.4",""
"2012","Spain","Total","Less than 1 year","Year","82.5",""
"2012","Spain","Males","Less than 1 year","Year","79.5",""
"2012","Spain","Females","Less than 1 year","Year","85.5",""
"2012","France","Total","Less than 1 year","Year","82.1","b"
"2012","France","Males","Less than 1 year","Year","78.7","b"
"2012","France","Females","Less than 1 year","Year","85.4","b"
"2012","Croatia","Total","Less than 1 year","Year","77.3",""
"2012","Croatia","Males","Less than 1 year","Year","73.9",""
"2012","Croatia","Females","Less than 1 year","Year","80.6",""
"2012","Italy","Total","Less than 1 year","Year","82.4",""
"2012","Italy","Males","Less than 1 year","Year","79.8",""
"2012","Italy","Females","Less than 1 year","Year","84.8",""
"2012","Cyprus","Total","Less than 1 year","Year","81.1",""
"2012","Cyprus","Males","Less than 1 year","Year","78.9",""
"2012","Cyprus","Females","Less than 1 year","Year","83.4",""
"2012","Latvia","Total","Less than 1 year","Year","74.1",""
"2012","Latvia","Males","Less than 1 year","Year","68.9",""
"2012","Latvia","Females","Less than 1 year","Year","78.9",""
"2012","Lithuania","Total","Less than 1 year","Year","74.1",""
"2012","Lithuania","Males","Less than 1 year","Year","68.4",""
"2012","Lithuania","Females","Less than 1 year","Year","79.6",""
"2012","Luxembourg","Total","Less than 1 year","Year","81.5","b"
"2012","Luxembourg","Males","Less than 1 year","Year","79.1","b"
"2012","Luxembourg","Females","Less than 1 year","Year","83.8","b"
"2012","Hungary","Total","Less than 1 year","Year","75.3","b"
"2012","Hungary","Males","Less than 1 year","Year","71.6","b"
"2012","Hungary","Females","Less than 1 year","Year","78.7","b"
"2012","Malta","Total","Less than 1 year","Year","80.9",""
"2012","Malta","Males","Less than 1 year","Year","78.6",""
"2012","Malta","Females","Less than 1 year","Year","83.0",""
"2012","Netherlands","Total","Less than 1 year","Year","81.2",""
"2012","Netherlands","Males","Less than 1 year","Year","79.3",""
"2012","Netherlands","Females","Less than 1 year","Year","83.0",""
"2012","Austria","Total","Less than 1 year","Year","81.1",""
"2012","Austria","Males","Less than 1 year","Year","78.4",""
"2012","Austria","Females","Less than 1 year","Year","83.6",""
"2012","Poland","Total","Less than 1 year","Year","76.9",""
"2012","Poland","Males","Less than 1 year","Year","72.6",""
"2012","Poland","Females","Less than 1 year","Year","81.1",""
"2012","Portugal","Total","Less than 1 year","Year","80.6",""
"2012","Portugal","Males","Less than 1 year","Year","77.3",""
"2012","Portugal","Females","Less than 1 year","Year","83.6",""
"2012","Romania","Total","Less than 1 year","Year","74.4",""
"2012","Romania","Males","Less than 1 year","Year","70.9",""
"2012","Romania","Females","Less than 1 year","Year","78.1",""
"2012","Slovenia","Total","Less than 1 year","Year","80.3",""
"2012","Slovenia","Males","Less than 1 year","Year","77.1",""
"2012","Slovenia","Females","Less than 1 year","Year","83.3",""
"2012","Slovakia","Total","Less than 1 year","Year","76.3",""
"2012","Slovakia","Males","Less than 1 year","Year","72.5",""
"2012","Slovakia","Females","Less than 1 year","Year","79.9",""
"2012","Finland","Total","Less than 1 year","Year","80.7",""
"2012","Finland","Males","Less than 1 year","Year","77.7",""
"2012","Finland","Females","Less than 1 year","Year","83.7",""
"2012","Sweden","Total","Less than 1 year","Year","81.8",""
"2012","Sweden","Males","Less than 1 year","Year","79.9",""
"2012","Sweden","Females","Less than 1 year","Year","83.6",""
"2012","United Kingdom","Total","Less than 1 year","Year","81.0",""
"2012","United Kingdom","Males","Less than 1 year","Year","79.1",""
"2012","United Kingdom","Females","Less than 1 year","Year","82.8",""
"2012","Iceland","Total","Less than 1 year","Year","83.0",""
"2012","Iceland","Males","Less than 1 year","Year","81.6",""
"2012","Iceland","Females","Less than 1 year","Year","84.3",""
"2012","Liechtenstein","Total","Less than 1 year","Year","82.5",""
"2012","Liechtenstein","Males","Less than 1 year","Year","79.7",""
"2012","Liechtenstein","Females","Less than 1 year","Year","85.2",""
"2012","Norway","Total","Less than 1 year","Year","81.5",""
"2012","Norway","Males","Less than 1 year","Year","79.5",""
"2012","Norway","Females","Less than 1 year","Year","83.5",""
"2012","Switzerland","Total","Less than 1 year","Year","82.8",""
"2012","Switzerland","Males","Less than 1 year","Year","80.6",""
"2012","Switzerland","Females","Less than 1 year","Year","84.9",""
"2012","Montenegro","Total","Less than 1 year","Year","76.3",""
"2012","Montenegro","Males","Less than 1 year","Year","74.2",""
"2012","Montenegro","Females","Less than 1 year","Year","78.3",""
"2012","Albania","Total","Less than 1 year","Year",":",""
"2012","Albania","Males","Less than 1 year","Year",":",""
"2012","Albania","Females","Less than 1 year","Year",":",""
"2012","Serbia","Total","Less than 1 year","Year","74.9",""
"2012","Serbia","Males","Less than 1 year","Year","72.3",""
"2012","Serbia","Females","Less than 1 year","Year","77.5",""
"2012","Turkey","Total","Less than 1 year","Year","77.6",""
"2012","Turkey","Males","Less than 1 year","Year","74.8",""
"2012","Turkey","Females","Less than 1 year","Year","80.5",""
"2012","Andorra","Total","Less than 1 year","Year","90.0",""
"2012","Andorra","Males","Less than 1 year","Year","88.4",""
"2012","Andorra","Females","Less than 1 year","Year","92.0",""
"2012","Belarus","Total","Less than 1 year","Year","72.3",""
"2012","Belarus","Males","Less than 1 year","Year","66.6",""
"2012","Belarus","Females","Less than 1 year","Year","77.8",""
"2012","Russia","Total","Less than 1 year","Year",":",""
"2012","Russia","Males","Less than 1 year","Year",":",""
"2012","Russia","Females","Less than 1 year","Year",":",""
"2012","San Marino","Total","Less than 1 year","Year","85.6",""
"2012","San Marino","Males","Less than 1 year","Year","84.1",""
"2012","San Marino","Females","Less than 1 year","Year","86.8",""
"2012","Ukraine","Total","Less than 1 year","Year","71.2",""
"2012","Ukraine","Males","Less than 1 year","Year","66.1",""
"2012","Ukraine","Females","Less than 1 year","Year","76.1",""
"2013","Belgium","Total","Less than 1 year","Year","80.7",""
"2013","Belgium","Males","Less than 1 year","Year","78.1",""
"2013","Belgium","Females","Less than 1 year","Year","83.2",""
"2013","Bulgaria","Total","Less than 1 year","Year","74.9",""
"2013","Bulgaria","Males","Less than 1 year","Year","71.3",""
"2013","Bulgaria","Females","Less than 1 year","Year","78.6",""
"2013","Czech Republic","Total","Less than 1 year","Year","78.3",""
"2013","Czech Republic","Males","Less than 1 year","Year","75.2",""
"2013","Czech Republic","Females","Less than 1 year","Year","81.3",""
"2013","Denmark","Total","Less than 1 year","Year","80.4",""
"2013","Denmark","Males","Less than 1 year","Year","78.3",""
"2013","Denmark","Females","Less than 1 year","Year","82.4",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Less than 1 year","Year","80.8",""
"2013","Germany (until 1990 former territory of the FRG)","Males","Less than 1 year","Year","78.4",""
"2013","Germany (until 1990 former territory of the FRG)","Females","Less than 1 year","Year","83.1",""
"2013","Estonia","Total","Less than 1 year","Year","77.5",""
"2013","Estonia","Males","Less than 1 year","Year","72.8",""
"2013","Estonia","Females","Less than 1 year","Year","81.7",""
"2013","Ireland","Total","Less than 1 year","Year","81.1","p"
"2013","Ireland","Males","Less than 1 year","Year","79.0","p"
"2013","Ireland","Females","Less than 1 year","Year","83.1","p"
"2013","Greece","Total","Less than 1 year","Year","81.4",""
"2013","Greece","Males","Less than 1 year","Year","78.7",""
"2013","Greece","Females","Less than 1 year","Year","84.0",""
"2013","Spain","Total","Less than 1 year","Year","83.2",""
"2013","Spain","Males","Less than 1 year","Year","80.2",""
"2013","Spain","Females","Less than 1 year","Year","86.1",""
"2013","France","Total","Less than 1 year","Year","82.4",""
"2013","France","Males","Less than 1 year","Year","79.0",""
"2013","France","Females","Less than 1 year","Year","85.6",""
"2013","Croatia","Total","Less than 1 year","Year","77.8",""
"2013","Croatia","Males","Less than 1 year","Year","74.5",""
"2013","Croatia","Females","Less than 1 year","Year","81.0",""
"2013","Italy","Total","Less than 1 year","Year","82.9",""
"2013","Italy","Males","Less than 1 year","Year","80.3",""
"2013","Italy","Females","Less than 1 year","Year","85.2",""
"2013","Cyprus","Total","Less than 1 year","Year","82.5",""
"2013","Cyprus","Males","Less than 1 year","Year","80.1",""
"2013","Cyprus","Females","Less than 1 year","Year","85.0",""
"2013","Latvia","Total","Less than 1 year","Year","74.3",""
"2013","Latvia","Males","Less than 1 year","Year","69.3",""
"2013","Latvia","Females","Less than 1 year","Year","78.9",""
"2013","Lithuania","Total","Less than 1 year","Year","74.1",""
"2013","Lithuania","Males","Less than 1 year","Year","68.5",""
"2013","Lithuania","Females","Less than 1 year","Year","79.6",""
"2013","Luxembourg","Total","Less than 1 year","Year","81.9",""
"2013","Luxembourg","Males","Less than 1 year","Year","79.8",""
"2013","Luxembourg","Females","Less than 1 year","Year","83.9",""
"2013","Hungary","Total","Less than 1 year","Year","75.8",""
"2013","Hungary","Males","Less than 1 year","Year","72.2",""
"2013","Hungary","Females","Less than 1 year","Year","79.1",""
"2013","Malta","Total","Less than 1 year","Year","81.9",""
"2013","Malta","Males","Less than 1 year","Year","79.6",""
"2013","Malta","Females","Less than 1 year","Year","84.0",""
"2013","Netherlands","Total","Less than 1 year","Year","81.4",""
"2013","Netherlands","Males","Less than 1 year","Year","79.5",""
"2013","Netherlands","Females","Less than 1 year","Year","83.2",""
"2013","Austria","Total","Less than 1 year","Year","81.3",""
"2013","Austria","Males","Less than 1 year","Year","78.6",""
"2013","Austria","Females","Less than 1 year","Year","83.8",""
"2013","Poland","Total","Less than 1 year","Year","77.1",""
"2013","Poland","Males","Less than 1 year","Year","73.0",""
"2013","Poland","Females","Less than 1 year","Year","81.2",""
"2013","Portugal","Total","Less than 1 year","Year","80.9",""
"2013","Portugal","Males","Less than 1 year","Year","77.6",""
"2013","Portugal","Females","Less than 1 year","Year","84.0",""
"2013","Romania","Total","Less than 1 year","Year","75.1","e"
"2013","Romania","Males","Less than 1 year","Year","71.6","e"
"2013","Romania","Females","Less than 1 year","Year","78.7","e"
"2013","Slovenia","Total","Less than 1 year","Year","80.5",""
"2013","Slovenia","Males","Less than 1 year","Year","77.2",""
"2013","Slovenia","Females","Less than 1 year","Year","83.6",""
"2013","Slovakia","Total","Less than 1 year","Year","76.6",""
"2013","Slovakia","Males","Less than 1 year","Year","72.9",""
"2013","Slovakia","Females","Less than 1 year","Year","80.1",""
"2013","Finland","Total","Less than 1 year","Year","81.1",""
"2013","Finland","Males","Less than 1 year","Year","78.0",""
"2013","Finland","Females","Less than 1 year","Year","84.1",""
"2013","Sweden","Total","Less than 1 year","Year","82.0",""
"2013","Sweden","Males","Less than 1 year","Year","80.2",""
"2013","Sweden","Females","Less than 1 year","Year","83.8",""
"2013","United Kingdom","Total","Less than 1 year","Year","81.1",""
"2013","United Kingdom","Males","Less than 1 year","Year","79.2",""
"2013","United Kingdom","Females","Less than 1 year","Year","82.9",""
"2013","Iceland","Total","Less than 1 year","Year","82.1",""
"2013","Iceland","Males","Less than 1 year","Year","80.5",""
"2013","Iceland","Females","Less than 1 year","Year","83.7",""
"2013","Liechtenstein","Total","Less than 1 year","Year","82.5",""
"2013","Liechtenstein","Males","Less than 1 year","Year","80.7",""
